h1_rank,h2_rank,f1_rank,f2_rank,f3_rank,h1_suit,h2_suit,f1_suit,f2_suit,f3_suit,rank_key,suit_key
7,5,K,4,3,0,1,0,2,1,75K43,01021
7,5,K,4,3,0,1,0,2,2,75K43,01022
7,5,K,4,3,0,1,0,2,3,75K43,01023
7,5,K,4,3,0,1,1,0,0,75K43,01100
7,5,K,4,3,0,1,1,0,1,75K43,01101
7,5,K,4,3,0,1,1,0,2,75K43,01102
7,5,K,4,3,0,1,1,1,0,75K43,01110
7,5,K,4,3,0,1,1,1,1,75K43,01111
7,5,K,4,3,0,1,1,1,2,75K43,01112
7,5,K,4,3,0,1,1,2,0,75K43,01120
7,5,K,4,3,0,1,1,2,1,75K43,01121
7,5,K,4,3,0,1,1,2,2,75K43,01122
7,5,K,4,3,0,1,1,2,3,75K43,01123
7,5,K,4,3,0,1,2,0,0,75K43,01200
7,5,K,4,3,0,1,2,0,1,75K43,01201
7,5,K,4,3,0,1,2,0,2,75K43,01202
7,5,K,4,3,0,1,2,0,3,75K43,01203
7,5,K,4,3,0,1,2,1,0,75K43,01210
7,5,K,4,3,0,1,2,1,1,75K43,01211
7,5,K,4,3,0,1,2,1,2,75K43,01212
7,5,K,4,3,0,1,2,1,3,75K43,01213
7,5,K,4,3,0,1,2,2,0,75K43,01220
7,5,K,4,3,0,1,2,2,1,75K43,01221
7,5,K,4,3,0,1,2,2,2,75K43,01222
7,5,K,4,3,0,1,2,2,3,75K43,01223
7,5,K,4,3,0,1,2,3,0,75K43,01230
7,5,K,4,3,0,1,2,3,1,75K43,01231
7,5,K,4,3,0,1,2,3,2,75K43,01232
7,5,K,4,3,0,1,2,3,3,75K43,01233
7,5,K,4,4,0,0,0,0,1,75K44,00001
7,5,K,4,4,0,0,0,1,2,75K44,00012
7,5,K,4,4,0,0,1,0,1,75K44,00101
7,5,K,4,4,0,0,1,0,2,75K44,00102
7,5,K,4,4,0,0,1,1,2,75K44,00112
7,5,K,4,4,0,0,1,2,3,75K44,00123
7,5,K,4,4,0,1,0,0,1,75K44,01001
7,5,K,4,4,0,1,0,0,2,75K44,01002
7,5,K,4,4,0,1,0,1,2,75K44,01012
7,5,K,4,4,0,1,0,2,3,75K44,01023
7,5,K,4,4,0,1,1,0,1,75K44,01101
7,5,K,4,4,0,1,1,0,2,75K44,01102
7,5,K,4,4,0,1,1,1,2,75K44,01112
7,5,K,4,4,0,1,1,2,3,75K44,01123
7,5,K,4,4,0,1,2,0,1,75K44,01201
7,5,K,4,4,0,1,2,0,2,75K44,01202
7,5,K,4,4,0,1,2,0,3,75K44,01203
7,5,K,4,4,0,1,2,1,2,75K44,01212
7,5,K,4,4,0,1,2,1,3,75K44,01213
7,5,K,4,4,0,1,2,2,3,75K44,01223
7,5,K,5,2,0,0,0,1,0,75K52,00010
7,5,K,5,2,0,0,0,1,1,75K52,00011
7,5,K,5,2,0,0,0,1,2,75K52,00012
7,5,K,5,2,0,0,1,1,0,75K52,00110
7,5,K,5,2,0,0,1,1,1,75K52,00111
7,5,K,5,2,0,0,1,1,2,75K52,00112
7,5,K,5,2,0,0,1,2,0,75K52,00120
7,5,K,5,2,0,0,1,2,1,75K52,00121
7,5,K,5,2,0,0,1,2,2,75K52,00122
7,5,K,5,2,0,0,1,2,3,75K52,00123
7,5,K,5,2,0,1,0,0,0,75K52,01000
7,5,K,5,2,0,1,0,0,1,75K52,01001
7,5,K,5,2,0,1,0,0,2,75K52,01002
7,5,K,5,2,0,1,0,2,0,75K52,01020
7,5,K,5,2,0,1,0,2,1,75K52,01021
7,5,K,5,2,0,1,0,2,2,75K52,01022
7,5,K,5,2,0,1,0,2,3,75K52,01023
7,5,K,5,2,0,1,1,0,0,75K52,01100
7,5,K,5,2,0,1,1,0,1,75K52,01101
7,5,K,5,2,0,1,1,0,2,75K52,01102
7,5,K,5,2,0,1,1,2,0,75K52,01120
7,5,K,5,2,0,1,1,2,1,75K52,01121
7,5,K,5,2,0,1,1,2,2,75K52,01122
7,5,K,5,2,0,1,1,2,3,75K52,01123
7,5,K,5,2,0,1,2,0,0,75K52,01200
