h1_rank,h2_rank,f1_rank,f2_rank,f3_rank,h1_suit,h2_suit,f1_suit,f2_suit,f3_suit,rank_key,suit_key
J,9,9,6,5,0,1,0,0,0,J9965,01000
J,9,9,6,5,0,1,0,0,1,J9965,01001
J,9,9,6,5,0,1,0,0,2,J9965,01002
J,9,9,6,5,0,1,0,1,0,J9965,01010
J,9,9,6,5,0,1,0,1,1,J9965,01011
J,9,9,6,5,0,1,0,1,2,J9965,01012
J,9,9,6,5,0,1,0,2,0,J9965,01020
J,9,9,6,5,0,1,0,2,1,J9965,01021
J,9,9,6,5,0,1,0,2,2,J9965,01022
J,9,9,6,5,0,1,0,2,3,J9965,01023
J,9,9,6,5,0,1,2,0,0,J9965,01200
J,9,9,6,5,0,1,2,0,1,J9965,01201
J,9,9,6,5,0,1,2,0,2,J9965,01202
J,9,9,6,5,0,1,2,0,3,J9965,01203
J,9,9,6,5,0,1,2,1,0,J9965,01210
J,9,9,6,5,0,1,2,1,1,J9965,01211
J,9,9,6,5,0,1,2,1,2,J9965,01212
J,9,9,6,5,0,1,2,1,3,J9965,01213
J,9,9,6,5,0,1,2,2,0,J9965,01220
J,9,9,6,5,0,1,2,2,1,J9965,01221
J,9,9,6,5,0,1,2,2,2,J9965,01222
J,9,9,6,5,0,1,2,2,3,J9965,01223
J,9,9,6,5,0,1,2,3,0,J9965,01230
J,9,9,6,5,0,1,2,3,1,J9965,01231
J,9,9,6,5,0,1,2,3,2,J9965,01232
J,9,9,6,5,0,1,2,3,3,J9965,01233
J,9,9,6,6,0,0,1,0,1,J9966,00101
J,9,9,6,6,0,0,1,0,2,J9966,00102
J,9,9,6,6,0,0,1,1,2,J9966,00112
J,9,9,6,6,0,0,1,2,3,J9966,00123
J,9,9,6,6,0,1,0,0,1,J9966,01001
J,9,9,6,6,0,1,0,0,2,J9966,01002
J,9,9,6,6,0,1,0,1,2,J9966,01012
J,9,9,6,6,0,1,0,2,3,J9966,01023
J,9,9,6,6,0,1,2,0,1,J9966,01201
J,9,9,6,6,0,1,2,0,2,J9966,01202
J,9,9,6,6,0,1,2,0,3,J9966,01203
J,9,9,6,6,0,1,2,1,2,J9966,01212
J,9,9,6,6,0,1,2,1,3,J9966,01213
J,9,9,6,6,0,1,2,2,3,J9966,01223
J,9,9,7,2,0,0,1,0,0,J9972,00100
J,9,9,7,2,0,0,1,0,1,J9972,00101
J,9,9,7,2,0,0,1,0,2,J9972,00102
J,9,9,7,2,0,0,1,1,0,J9972,00110
J,9,9,7,2,0,0,1,1,1,J9972,00111
J,9,9,7,2,0,0,1,1,2,J9972,00112
J,9,9,7,2,0,0,1,2,0,J9972,00120
J,9,9,7,2,0,0,1,2,1,J9972,00121
J,9,9,7,2,0,0,1,2,2,J9972,00122
J,9,9,7,2,0,0,1,2,3,J9972,00123
J,9,9,7,2,0,1,0,0,0,J9972,01000
J,9,9,7,2,0,1,0,0,1,J9972,01001
J,9,9,7,2,0,1,0,0,2,J9972,01002
J,9,9,7,2,0,1,0,1,0,J9972,01010
J,9,9,7,2,0,1,0,1,1,J9972,01011
J,9,9,7,2,0,1,0,1,2,J9972,01012
J,9,9,7,2,0,1,0,2,0,J9972,01020
J,9,9,7,2,0,1,0,2,1,J9972,01021
J,9,9,7,2,0,1,0,2,2,J9972,01022
J,9,9,7,2,0,1,0,2,3,J9972,01023
J,9,9,7,2,0,1,2,0,0,J9972,01200
J,9,9,7,2,0,1,2,0,1,J9972,01201
J,9,9,7,2,0,1,2,0,2,J9972,01202
J,9,9,7,2,0,1,2,0,3,J9972,01203
J,9,9,7,2,0,1,2,1,0,J9972,01210
J,9,9,7,2,0,1,2,1,1,J9972,01211
J,9,9,7,2,0,1,2,1,2,J9972,01212
J,9,9,7,2,0,1,2,1,3,J9972,01213
J,9,9,7,2,0,1,2,2,0,J9972,01220
J,9,9,7,2,0,1,2,2,1,J9972,01221
J,9,9,7,2,0,1,2,2,2,J9972,01222
J,9,9,7,2,0,1,2,2,3,J9972,01223
J,9,9,7,2,0,1,2,3,0,J9972,01230
J,9,9,7,2,0,1,2,3,1,J9972,01231
J,9,9,7,2,0,1,2,3,2,J9972,01232
J,9,9,7,2,0,1,2,3,3,J9972,01233
J,9,9,7,3,0,0,1,0,0,J9973,00100
J,9,9,7,3,0,0,1,0,1,J9973,00101
J,9,9,7,3,0,0,1,0,2,J9973,00102
J,9,9,7,3,0,0,1,1,0,J9973,00110
J,9,9,7,3,0,0,1,1,1,J9973,00111
J,9,9,7,3,0,0,1,1,2,J9973,00112
J,9,9,7,3,0,0,1,2,0,J9973,00120
J,9,9,7,3,0,0,1,2,1,J9973,00121
J,9,9,7,3,0,0,1,2,2,J9973,00122
J,9,9,7,3,0,0,1,2,3,J9973,00123
J,9,9,7,3,0,1,0,0,0,J9973,01000
J,9,9,7,3,0,1,0,0,1,J9973,01001
J,9,9,7,3,0,1,0,0,2,J9973,01002
J,9,9,7,3,0,1,0,1,0,J9973,01010
J,9,9,7,3,0,1,0,1,1,J9973,01011
J,9,9,7,3,0,1,0,1,2,J9973,01012
J,9,9,7,3,0,1,0,2,0,J9973,01020
J,9,9,7,3,0,1,0,2,1,J9973,01021
J,9,9,7,3,0,1,0,2,2,J9973,01022
J,9,9,7,3,0,1,0,2,3,J9973,01023
J,9,9,7,3,0,1,2,0,0,J9973,01200
J,9,9,7,3,0,1,2,0,1,J9973,01201
J,9,9,7,3,0,1,2,0,2,J9973,01202
J,9,9,7,3,0,1,2,0,3,J9973,01203
J,9,9,7,3,0,1,2,1,0,J9973,01210
J,9,9,7,3,0,1,2,1,1,J9973,01211
J,9,9,7,3,0,1,2,1,2,J9973,01212
J,9,9,7,3,0,1,2,1,3,J9973,01213
J,9,9,7,3,0,1,2,2,0,J9973,01220
J,9,9,7,3,0,1,2,2,1,J9973,01221
J,9,9,7,3,0,1,2,2,2,J9973,01222
J,9,9,7,3,0,1,2,2,3,J9973,01223
J,9,9,7,3,0,1,2,3,0,J9973,01230
J,9,9,7,3,0,1,2,3,1,J9973,01231
J,9,9,7,3,0,1,2,3,2,J9973,01232
J,9,9,7,3,0,1,2,3,3,J9973,01233
J,9,9,7,4,0,0,1,0,0,J9974,00100
J,9,9,7,4,0,0,1,0,1,J9974,00101
J,9,9,7,4,0,0,1,0,2,J9974,00102
J,9,9,7,4,0,0,1,1,0,J9974,00110
J,9,9,7,4,0,0,1,1,1,J9974,00111
