h1_rank,h2_rank,f1_rank,f2_rank,f3_rank,h1_suit,h2_suit,f1_suit,f2_suit,f3_suit,rank_key,suit_key
Q,4,A,A,J,0,1,0,2,2,Q4AAJ,01022
Q,4,A,A,J,0,1,0,2,3,Q4AAJ,01023
Q,4,A,A,J,0,1,1,2,0,Q4AAJ,01120
Q,4,A,A,J,0,1,1,2,1,Q4AAJ,01121
Q,4,A,A,J,0,1,1,2,2,Q4AAJ,01122
Q,4,A,A,J,0,1,1,2,3,Q4AAJ,01123
Q,4,A,A,J,0,1,2,3,0,Q4AAJ,01230
Q,4,A,A,J,0,1,2,3,1,Q4AAJ,01231
Q,4,A,A,J,0,1,2,3,2,Q4AAJ,01232
Q,4,A,A,Q,0,0,0,1,1,Q4AAQ,00011
Q,4,A,A,Q,0,0,0,1,2,Q4AAQ,00012
Q,4,A,A,Q,0,0,1,2,1,Q4AAQ,00121
Q,4,A,A,Q,0,0,1,2,3,Q4AAQ,00123
Q,4,A,A,Q,0,1,0,1,1,Q4AAQ,01011
Q,4,A,A,Q,0,1,0,1,2,Q4AAQ,01012
Q,4,A,A,Q,0,1,0,2,1,Q4AAQ,01021
Q,4,A,A,Q,0,1,0,2,2,Q4AAQ,01022
Q,4,A,A,Q,0,1,0,2,3,Q4AAQ,01023
Q,4,A,A,Q,0,1,1,2,1,Q4AAQ,01121
Q,4,A,A,Q,0,1,1,2,2,Q4AAQ,01122
Q,4,A,A,Q,0,1,1,2,3,Q4AAQ,01123
Q,4,A,A,Q,0,1,2,3,1,Q4AAQ,01231
Q,4,A,A,Q,0,1,2,3,2,Q4AAQ,01232
Q,4,A,A,K,0,0,0,1,0,Q4AAK,00010
Q,4,A,A,K,0,0,0,1,1,Q4AAK,00011
Q,4,A,A,K,0,0,0,1,2,Q4AAK,00012
Q,4,A,A,K,0,0,1,2,0,Q4AAK,00120
Q,4,A,A,K,0,0,1,2,1,Q4AAK,00121
Q,4,A,A,K,0,0,1,2,3,Q4AAK,00123
Q,4,A,A,K,0,1,0,1,0,Q4AAK,01010
Q,4,A,A,K,0,1,0,1,1,Q4AAK,01011
Q,4,A,A,K,0,1,0,1,2,Q4AAK,01012
Q,4,A,A,K,0,1,0,2,0,Q4AAK,01020
Q,4,A,A,K,0,1,0,2,1,Q4AAK,01021
Q,4,A,A,K,0,1,0,2,2,Q4AAK,01022
Q,4,A,A,K,0,1,0,2,3,Q4AAK,01023
Q,4,A,A,K,0,1,1,2,0,Q4AAK,01120
Q,4,A,A,K,0,1,1,2,1,Q4AAK,01121
Q,4,A,A,K,0,1,1,2,2,Q4AAK,01122
Q,4,A,A,K,0,1,1,2,3,Q4AAK,01123
Q,4,A,A,K,0,1,2,3,0,Q4AAK,01230
Q,4,A,A,K,0,1,2,3,1,Q4AAK,01231
Q,4,A,A,K,0,1,2,3,2,Q4AAK,01232
Q,4,A,A,A,0,0,0,1,2,Q4AAA,00012
Q,4,A,A,A,0,0,1,2,3,Q4AAA,00123
Q,4,A,A,A,0,1,0,1,2,Q4AAA,01012
Q,4,A,A,A,0,1,0,2,3,Q4AAA,01023
Q,4,A,A,A,0,1,1,2,3,Q4AAA,01123
Q,5,2,2,2,0,0,0,1,2,Q5222,00012
Q,5,2,2,2,0,0,1,2,3,Q5222,00123
Q,5,2,2,2,0,1,0,1,2,Q5222,01012
Q,5,2,2,2,0,1,0,2,3,Q5222,01023
Q,5,2,2,2,0,1,1,2,3,Q5222,01123
Q,5,3,2,2,0,0,0,0,1,Q5322,00001
Q,5,3,2,2,0,0,0,1,2,Q5322,00012
Q,5,3,2,2,0,0,1,0,1,Q5322,00101
Q,5,3,2,2,0,0,1,0,2,Q5322,00102
Q,5,3,2,2,0,0,1,1,2,Q5322,00112
Q,5,3,2,2,0,0,1,2,3,Q5322,00123
Q,5,3,2,2,0,1,0,0,1,Q5322,01001
Q,5,3,2,2,0,1,0,0,2,Q5322,01002
Q,5,3,2,2,0,1,0,1,2,Q5322,01012
Q,5,3,2,2,0,1,0,2,3,Q5322,01023
Q,5,3,2,2,0,1,1,0,1,Q5322,01101
Q,5,3,2,2,0,1,1,0,2,Q5322,01102
