h1_rank,h2_rank,f1_rank,f2_rank,f3_rank,h1_suit,h2_suit,f1_suit,f2_suit,f3_suit,rank_key,suit_key
5,2,A,A,J,0,1,0,1,0,52AAJ,01010
5,2,A,A,J,0,1,0,1,1,52AAJ,01011
5,2,A,A,J,0,1,0,1,2,52AAJ,01012
5,2,A,A,J,0,1,0,2,0,52AAJ,01020
5,2,A,A,J,0,1,0,2,1,52AAJ,01021
5,2,A,A,J,0,1,0,2,2,52AAJ,01022
5,2,A,A,J,0,1,0,2,3,52AAJ,01023
5,2,A,A,J,0,1,1,2,0,52AAJ,01120
5,2,A,A,J,0,1,1,2,1,52AAJ,01121
5,2,A,A,J,0,1,1,2,2,52AAJ,01122
5,2,A,A,J,0,1,1,2,3,52AAJ,01123
5,2,A,A,J,0,1,2,3,0,52AAJ,01230
5,2,A,A,J,0,1,2,3,1,52AAJ,01231
5,2,A,A,J,0,1,2,3,2,52AAJ,01232
5,2,A,A,Q,0,0,0,1,0,52AAQ,00010
5,2,A,A,Q,0,0,0,1,1,52AAQ,00011
5,2,A,A,Q,0,0,0,1,2,52AAQ,00012
5,2,A,A,Q,0,0,1,2,0,52AAQ,00120
5,2,A,A,Q,0,0,1,2,1,52AAQ,00121
5,2,A,A,Q,0,0,1,2,3,52AAQ,00123
5,2,A,A,Q,0,1,0,1,0,52AAQ,01010
5,2,A,A,Q,0,1,0,1,1,52AAQ,01011
5,2,A,A,Q,0,1,0,1,2,52AAQ,01012
5,2,A,A,Q,0,1,0,2,0,52AAQ,01020
5,2,A,A,Q,0,1,0,2,1,52AAQ,01021
5,2,A,A,Q,0,1,0,2,2,52AAQ,01022
5,2,A,A,Q,0,1,0,2,3,52AAQ,01023
5,2,A,A,Q,0,1,1,2,0,52AAQ,01120
5,2,A,A,Q,0,1,1,2,1,52AAQ,01121
5,2,A,A,Q,0,1,1,2,2,52AAQ,01122
5,2,A,A,Q,0,1,1,2,3,52AAQ,01123
5,2,A,A,Q,0,1,2,3,0,52AAQ,01230
5,2,A,A,Q,0,1,2,3,1,52AAQ,01231
5,2,A,A,Q,0,1,2,3,2,52AAQ,01232
5,2,A,A,K,0,0,0,1,0,52AAK,00010
5,2,A,A,K,0,0,0,1,1,52AAK,00011
5,2,A,A,K,0,0,0,1,2,52AAK,00012
5,2,A,A,K,0,0,1,2,0,52AAK,00120
5,2,A,A,K,0,0,1,2,1,52AAK,00121
5,2,A,A,K,0,0,1,2,3,52AAK,00123
5,2,A,A,K,0,1,0,1,0,52AAK,01010
5,2,A,A,K,0,1,0,1,1,52AAK,01011
