h1_rank,h2_rank,f1_rank,f2_rank,f3_rank,h1_suit,h2_suit,f1_suit,f2_suit,f3_suit,rank_key,suit_key
9,4,9,8,5,0,1,1,1,1,94985,01111
9,4,9,8,5,0,1,1,1,2,94985,01112
9,4,9,8,5,0,1,1,2,0,94985,01120
9,4,9,8,5,0,1,1,2,1,94985,01121
9,4,9,8,5,0,1,1,2,2,94985,01122
9,4,9,8,5,0,1,1,2,3,94985,01123
9,4,9,8,5,0,1,2,0,0,94985,01200
9,4,9,8,5,0,1,2,0,1,94985,01201
9,4,9,8,5,0,1,2,0,2,94985,01202
9,4,9,8,5,0,1,2,0,3,94985,01203
9,4,9,8,5,0,1,2,1,0,94985,01210
9,4,9,8,5,0,1,2,1,1,94985,01211
9,4,9,8,5,0,1,2,1,2,94985,01212
9,4,9,8,5,0,1,2,1,3,94985,01213
9,4,9,8,5,0,1,2,2,0,94985,01220
9,4,9,8,5,0,1,2,2,1,94985,01221
9,4,9,8,5,0,1,2,2,2,94985,01222
9,4,9,8,5,0,1,2,2,3,94985,01223
9,4,9,8,5,0,1,2,3,0,94985,01230
9,4,9,8,5,0,1,2,3,1,94985,01231
9,4,9,8,5,0,1,2,3,2,94985,01232
9,4,9,8,5,0,1,2,3,3,94985,01233
9,4,9,8,6,0,0,1,0,0,94986,00100
9,4,9,8,6,0,0,1,0,1,94986,00101
9,4,9,8,6,0,0,1,0,2,94986,00102
9,4,9,8,6,0,0,1,1,0,94986,00110
9,4,9,8,6,0,0,1,1,1,94986,00111
9,4,9,8,6,0,0,1,1,2,94986,00112
9,4,9,8,6,0,0,1,2,0,94986,00120
9,4,9,8,6,0,0,1,2,1,94986,00121
9,4,9,8,6,0,0,1,2,2,94986,00122
9,4,9,8,6,0,0,1,2,3,94986,00123
9,4,9,8,6,0,1,1,0,0,94986,01100
9,4,9,8,6,0,1,1,0,1,94986,01101
9,4,9,8,6,0,1,1,0,2,94986,01102
9,4,9,8,6,0,1,1,1,0,94986,01110
9,4,9,8,6,0,1,1,1,1,94986,01111
9,4,9,8,6,0,1,1,1,2,94986,01112
9,4,9,8,6,0,1,1,2,0,94986,01120
9,4,9,8,6,0,1,1,2,1,94986,01121
9,4,9,8,6,0,1,1,2,2,94986,01122
9,4,9,8,6,0,1,1,2,3,94986,01123
9,4,9,8,6,0,1,2,0,0,94986,01200
9,4,9,8,6,0,1,2,0,1,94986,01201
9,4,9,8,6,0,1,2,0,2,94986,01202
9,4,9,8,6,0,1,2,0,3,94986,01203
9,4,9,8,6,0,1,2,1,0,94986,01210
9,4,9,8,6,0,1,2,1,1,94986,01211
9,4,9,8,6,0,1,2,1,2,94986,01212
9,4,9,8,6,0,1,2,1,3,94986,01213
9,4,9,8,6,0,1,2,2,0,94986,01220
9,4,9,8,6,0,1,2,2,1,94986,01221
9,4,9,8,6,0,1,2,2,2,94986,01222
9,4,9,8,6,0,1,2,2,3,94986,01223
9,4,9,8,6,0,1,2,3,0,94986,01230
9,4,9,8,6,0,1,2,3,1,94986,01231
9,4,9,8,6,0,1,2,3,2,94986,01232
9,4,9,8,6,0,1,2,3,3,94986,01233
9,4,9,8,7,0,0,1,0,0,94987,00100
9,4,9,8,7,0,0,1,0,1,94987,00101
9,4,9,8,7,0,0,1,0,2,94987,00102
9,4,9,8,7,0,0,1,1,0,94987,00110
9,4,9,8,7,0,0,1,1,1,94987,00111
9,4,9,8,7,0,0,1,1,2,94987,00112
9,4,9,8,7,0,0,1,2,0,94987,00120
9,4,9,8,7,0,0,1,2,1,94987,00121
9,4,9,8,7,0,0,1,2,2,94987,00122
9,4,9,8,7,0,0,1,2,3,94987,00123
9,4,9,8,7,0,1,1,0,0,94987,01100
9,4,9,8,7,0,1,1,0,1,94987,01101
9,4,9,8,7,0,1,1,0,2,94987,01102
9,4,9,8,7,0,1,1,1,0,94987,01110
9,4,9,8,7,0,1,1,1,1,94987,01111
9,4,9,8,7,0,1,1,1,2,94987,01112
9,4,9,8,7,0,1,1,2,0,94987,01120
9,4,9,8,7,0,1,1,2,1,94987,01121
9,4,9,8,7,0,1,1,2,2,94987,01122
9,4,9,8,7,0,1,1,2,3,94987,01123
9,4,9,8,7,0,1,2,0,0,94987,01200
9,4,9,8,7,0,1,2,0,1,94987,01201
9,4,9,8,7,0,1,2,0,2,94987,01202
9,4,9,8,7,0,1,2,0,3,94987,01203
9,4,9,8,7,0,1,2,1,0,94987,01210
9,4,9,8,7,0,1,2,1,1,94987,01211
9,4,9,8,7,0,1,2,1,2,94987,01212
9,4,9,8,7,0,1,2,1,3,94987,01213
9,4,9,8,7,0,1,2,2,0,94987,01220
9,4,9,8,7,0,1,2,2,1,94987,01221
9,4,9,8,7,0,1,2,2,2,94987,01222
9,4,9,8,7,0,1,2,2,3,94987,01223
9,4,9,8,7,0,1,2,3,0,94987,01230
9,4,9,8,7,0,1,2,3,1,94987,01231
9,4,9,8,7,0,1,2,3,2,94987,01232
9,4,9,8,7,0,1,2,3,3,94987,01233
9,4,9,8,8,0,0,1,0,1,94988,00101
9,4,9,8,8,0,0,1,0,2,94988,00102
9,4,9,8,8,0,0,1,1,2,94988,00112
9,4,9,8,8,0,0,1,2,3,94988,00123
9,4,9,8,8,0,1,1,0,1,94988,01101
9,4,9,8,8,0,1,1,0,2,94988,01102
9,4,9,8,8,0,1,1,1,2,94988,01112
9,4,9,8,8,0,1,1,2,3,94988,01123
9,4,9,8,8,0,1,2,0,1,94988,01201
9,4,9,8,8,0,1,2,0,2,94988,01202
9,4,9,8,8,0,1,2,0,3,94988,01203
9,4,9,8,8,0,1,2,1,2,94988,01212
9,4,9,8,8,0,1,2,1,3,94988,01213
9,4,9,8,8,0,1,2,2,3,94988,01223
9,4,9,9,2,0,0,1,2,0,94992,00120
9,4,9,9,2,0,0,1,2,1,94992,00121
9,4,9,9,2,0,0,1,2,3,94992,00123
9,4,9,9,2,0,1,1,2,0,94992,01120
9,4,9,9,2,0,1,1,2,1,94992,01121
9,4,9,9,2,0,1,1,2,2,94992,01122
9,4,9,9,2,0,1,1,2,3,94992,01123
9,4,9,9,2,0,1,2,3,0,94992,01230
9,4,9,9,2,0,1,2,3,1,94992,01231
9,4,9,9,2,0,1,2,3,2,94992,01232
9,4,9,9,3,0,0,1,2,0,94993,00120
9,4,9,9,3,0,0,1,2,1,94993,00121
9,4,9,9,3,0,0,1,2,3,94993,00123
9,4,9,9,3,0,1,1,2,0,94993,01120
9,4,9,9,3,0,1,1,2,1,94993,01121
9,4,9,9,3,0,1,1,2,2,94993,01122
9,4,9,9,3,0,1,1,2,3,94993,01123
9,4,9,9,3,0,1,2,3,0,94993,01230
9,4,9,9,3,0,1,2,3,1,94993,01231
9,4,9,9,3,0,1,2,3,2,94993,01232
9,4,9,9,4,0,0,1,2,1,94994,00121
9,4,9,9,4,0,0,1,2,3,94994,00123
9,4,9,9,4,0,1,1,2,0,94994,01120
9,4,9,9,4,0,1,1,2,2,94994,01122
9,4,9,9,4,0,1,1,2,3,94994,01123
